"id";"period";"subject";"municipality";"settlement";"oktmo";"water_body";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
205;2008-05-31;Мурманская область;Городской округ город Апатиты с подведомственной территорией;г. Апатиты;"47705000001";р. Белая;Молибден;"2";1;7;7;ПДК
206;2008-05-31;Мурманская область;NaN;NaN;NaN;р. Луотти-Йоки;Дитиофосфат крезиловый;"4";1;100;100;ПДК
207;2008-05-31;Мурманская область;Городской округ город Мончегорск с подведомственной территорией;г. Мончегорск;"47715000111";р. Нюдуай;Медь;"3";1;69;69;ПДК
208;2008-05-31;Новосибирская область;Здвинский район;с. Здвинск;"50613407101";р. Каргат;Нефть и нефтепродукты;"3";1;100;100;ПДК
209;2008-05-31;Новосибирская область;Новосибирск;г. Новосибирск;"50701000001";р. Плющиха;Кадмий;"2";1;220;220;ПДК
210;2008-05-31;Оренбургская область;Медногорск;г. Медногорск;"53715000001";р. Блява;Медь;"3";1;127;127;ПДК
211;2008-05-31;Пермский край;Красновишерский район;г. Красновишерск;"57760000001";р. Вишера;Взвешенные вещества;"";1;62;62;ПДК
212;2008-05-31;Пермский край;Кизеловский район;г. Кизел;"57719000001";р. Кизел;Марганец;"4";1;60;60;ПДК
213;2008-05-31;Пермский край;Кизеловский район;г. Кизел;"57719000001";р. Кизел;Железо общее;"4";1;262;262;ПДК
214;2008-05-31;Пермский край;Чердынский район;г. Чердынь;"57756000001";р. Колва;Взвешенные вещества;"";1;84;84;ПДК
215;2008-05-31;Пермский край;Александровский район;рп. Всеволодо-Вильва;"57605154051";р. Северная Вильва;Железо общее;"4";1;111;111;ПДК
216;2008-05-31;Пермский край;Чусовской район;г. Чусовой;"57758000001";р. Чусовая;Взвешенные вещества;"";1;64;64;ПДК
217;2008-05-31;Пермский край;Красновишерский район;д. Нижняя Язьва;"57760000286";р. Язьва;Взвешенные вещества;"";1;82;82;ПДК
218;2008-05-31;Самарская область;Чапаевск;г. Чапаевск;"36750000001";р. Чапаевка;ГХЦГ;"1";1;7;7;ПДК
219;2008-05-31;Самарская область;Чапаевск;г. Чапаевск;"36750000001";р. Чапаевка;ГХЦГ;"1";1;7;7;ПДК
220;2008-05-31;Сахалинская область;городской округ Охинский;г. Оха;"64736000001";р. Охинка;Нефть и нефтепродукты;"3";1;54;54;ПДК
221;2008-05-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Взвешенные вещества;"";1;100;100;ПДК
222;2008-05-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Взвешенные вещества;"";1;53;53;ПДК
223;2008-05-31;Свердловская область;город Каменск-Уральский;г. Каменск-Уральский;"65740000001";р. Исеть;Взвешенные вещества;"";1;55;55;ПДК
224;2008-05-31;Свердловская область;город Каменск-Уральский;г. Каменск-Уральский;"65740000001";р. Исеть;Взвешенные вещества;"";1;63;63;ПДК
225;2008-05-31;Свердловская область;город Каменск-Уральский;г. Каменск-Уральский;"65740000001";р. Исеть;Взвешенные вещества;"";1;87;87;ПДК
226;2008-05-31;Свердловская область;Каменский городской округ;д. Бекленищева;"65712000106";р. Исеть;Взвешенные вещества;"";1;72;72;ПДК
227;2008-05-31;Свердловская область;Белоярский городской округ;с. Колюткино;"65706000201";р. Исеть;Взвешенные вещества;"";1;120;120;ПДК
228;2008-05-31;Свердловская область;NaN;NaN;NaN;р. Исеть;Взвешенные вещества;"";1;65;65;ПДК
229;2008-05-31;Свердловская область;NaN;NaN;NaN;р. Исеть;Фосфаты;"4э";1;51;51;ПДК
230;2008-05-31;Свердловская область;NaN;NaN;NaN;р. Исеть;Фосфаты;"4э";1;61;61;ПДК
231;2008-05-31;Свердловская область;Невьянский городской округ;г. Невьянск;"65714000001";р. Нейва;Марганец;"4";1;67;67;ПДК
232;2008-05-31;Свердловская область;Асбестовский городской округ;г. Асбест;"65730000001";р. Островная;Взвешенные вещества;"";1;797;797;ПДК
233;2008-05-31;Свердловская область;Асбестовский городской округ;г. Асбест;"65730000001";р. Островная;Взвешенные вещества;"";1;539;539;ПДК
234;2008-05-31;Свердловская область;Камышловский городской округ;г. Камышлов;"65741000001";р. Пышма;Взвешенные вещества;"";1;73;73;ПДК
235;2008-05-31;Свердловская область;Талицкий городской округ;г. Талица;"65724000001";р. Пышма;Взвешенные вещества;"";1;80;80;ПДК
236;2008-05-31;Свердловская область;Талицкий городской округ;г. Талица;"65724000001";р. Пышма;Взвешенные вещества;"";1;99;99;ПДК
